nohup: ignoring input
Using device: cuda
Epoch: 0, Train Loss: 202.778854, Val Loss: 0.007859
Epoch: 59, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 60, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 61, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 62, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 63, Train Loss: 0.007866, Val Loss: 0.007890
Epoch: 64, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 65, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 66, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 67, Train Loss: 0.008522, Val Loss: 0.007890
Epoch: 68, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 69, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 70, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 71, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 72, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 73, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 74, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 75, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 76, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 77, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 78, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 79, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 80, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 81, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 82, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 83, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 84, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 85, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 86, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 87, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 88, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 89, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 90, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 91, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 92, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 93, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 94, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 95, Train Loss: 0.007866, Val Loss: 0.007890
Epoch: 96, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 97, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 98, Train Loss: 0.007865, Val Loss: 0.007890
Epoch: 99, Train Loss: 0.007865, Val Loss: 0.007890
